Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQuality_Class
4/17/2004,12:00:00,-200.0,984,-200,5.0,763,-200,1054,-200,1472,641,18.8,50.1,1.0769,0
8/17/2004,19:00:00,-200.0,957,-200,5.0,766,-200,929,-200,1380,516,32.8,24.3,1.1894,0
11/9/2004,4:00:00,-200.0,720,-200,1.4,540,-200,1296,-200,938,613,4.4,71.4,0.6024,0
9/24/2004,4:00:00,0.4,851,-200,2.5,618,66,1099,52,1351,642,21.1,59.9,1.4789,0
6/2/2004,9:00:00,-200.0,1043,-200,8.5,920,95,925,53,1777,955,22.2,56.6,1.4973,0
10/6/2004,10:00:00,-200.0,1347,-200,16.2,1186,-200,560,-200,1713,1493,22.5,55.6,1.499,0
4/7/2004,4:00:00,0.3,804,30,0.7,468,12,1826,19,1166,320,15.7,45.4,0.8063,0
8/31/2004,9:00:00,-200.0,1209,-200,16.1,1182,-200,546,-200,1911,1255,27.7,46.1,1.6852,0
8/29/2004,1:00:00,-200.0,1049,-200,6.9,853,-200,699,-200,1605,882,23.5,59.8,1.7141,0
1/15/2005,4:00:00,-200.0,978,-200,4.8,756,266,834,115,1015,878,2.4,86.6,0.6369,0
3/7/2005,4:00:00,0.4,843,-200,0.5,443,35,1490,34,730,262,5.2,57.2,0.5094,0
5/8/2004,8:00:00,-200.0,1093,-200,8.5,918,-200,857,-200,1589,939,11.0,75.0,0.9821,0
6/11/2004,4:00:00,0.4,789,-200,2.6,623,36,1146,53,1407,663,22.0,44.3,1.1553,0
8/14/2004,5:00:00,0.4,809,-200,1.9,578,22,1170,29,1445,513,25.6,53.5,1.7291,0
12/9/2004,3:00:00,0.5,832,-200,1.2,518,-200,1264,-200,1061,539,15.2,63.2,1.0821,0
5/10/2004,2:00:00,-200.0,815,-200,1.8,569,-200,1361,-200,1344,534,14.4,60.1,0.9797,0
7/28/2004,6:00:00,-200.0,851,-200,6.3,827,76,875,83,1449,912,20.2,42.5,0.9949,0
1/9/2005,4:00:00,-200.0,934,-200,2.3,609,70,976,55,1094,581,13.7,61.1,0.9537,0
9/12/2004,22:00:00,-200.0,1506,-200,23.3,1385,-200,555,-200,2260,1935,23.8,63.5,1.8495,0
1/19/2005,3:00:00,-200.0,873,-200,1.5,549,-200,1106,-200,1008,791,6.9,76.4,0.7661,0
10/17/2004,14:00:00,-200.0,979,-200,12.2,1057,-200,701,-200,1473,760,22.0,37.3,0.9768,0
9/14/2004,6:00:00,-200.0,1087,-200,9.6,964,-200,774,-200,1633,1103,21.3,59.4,1.4918,0
8/22/2004,3:00:00,-200.0,882,-200,5.1,767,-200,856,-200,1492,897,20.5,60.6,1.447,0
8/17/2004,14:00:00,-200.0,947,-200,4.8,751,-200,922,-200,1358,595,36.5,20.8,1.2446,0
7/19/2004,17:00:00,-200.0,1234,-200,16.8,1205,142,658,149,1781,1160,39.6,17.0,1.2064,0
6/7/2004,2:00:00,0.4,760,-200,2.6,626,22,1263,38,1386,575,17.8,54.1,1.0938,0
10/14/2004,17:00:00,-200.0,1182,-200,12.4,1064,-200,653,-200,1616,1217,19.7,56.6,1.2811,0
8/22/2004,23:00:00,-200.0,902,-200,5.5,790,-200,856,-200,1428,799,24.7,41.6,1.2751,0
7/18/2004,14:00:00,0.1,889,-200,3.8,698,27,1132,40,1234,437,40.2,12.3,0.8983,0
5/30/2004,13:00:00,0.1,771,-200,2.6,626,34,1502,41,1210,430,29.1,19.6,0.7771,0
9/15/2004,2:00:00,-200.0,908,-200,3.1,657,-200,1013,-200,1460,796,20.5,78.2,1.8678,0
5/31/2004,0:00:00,0.2,836,-200,4.3,728,16,1213,28,1353,518,20.6,39.9,0.9597,0
10/17/2004,4:00:00,-200.0,817,-200,2.2,602,-200,1120,-200,1227,470,16.0,69.5,1.2549,0
10/15/2004,22:00:00,-200.0,982,-200,6.8,849,-200,853,-200,1390,717,14.5,78.3,1.288,0
3/23/2004,3:00:00,0.5,892,36,1.2,522,-200,1522,-200,1285,456,11.0,70.0,0.9215,0
8/16/2004,4:00:00,0.3,749,-200,1.5,543,16,1238,23,1244,462,23.3,41.9,1.1856,0
7/29/2004,19:00:00,-200.0,1096,-200,13.9,1112,118,687,122,1694,865,32.0,24.9,1.1663,0
9/28/2004,2:00:00,0.5,765,-200,2.8,637,141,1138,74,1113,742,15.0,52.8,0.8929,0
9/15/2004,9:00:00,-200.0,1327,-200,17.8,1233,-200,582,-200,1968,1403,22.5,68.9,1.8511,0
9/17/2004,6:00:00,0.5,800,-200,2.2,598,84,1336,41,1278,529,19.8,56.7,1.2941,0
7/28/2004,14:00:00,-200.0,892,-200,7.8,889,87,909,92,1383,597,33.9,16.2,0.8454,0
5/27/2004,23:00:00,-200.0,1038,-200,9.6,961,-200,1026,-200,1530,949,19.4,38.1,0.8511,0
10/15/2004,9:00:00,-200.0,1420,-200,24.1,1405,-200,501,-200,1941,1573,17.3,70.9,1.3876,0
7/20/2004,0:00:00,-200.0,1068,-200,8.8,931,72,762,94,1576,1317,27.6,36.6,1.332,0
3/13/2005,8:00:00,-200.0,970,-200,2.1,592,190,909,120,1018,509,12.9,50.4,0.7448,0
8/3/2004,21:00:00,-200.0,1122,-200,9.5,959,102,685,92,1798,914,28.8,48.9,1.9105,0
10/5/2004,12:00:00,-200.0,1562,-200,30.4,1559,-200,453,-200,2130,1918,28.6,37.3,1.4423,0
10/3/2004,4:00:00,-200.0,929,-200,3.9,703,-200,908,-200,1391,761,20.2,64.4,1.5035,0
5/8/2004,10:00:00,-200.0,1084,-200,6.9,852,-200,910,-200,1575,959,14.7,63.1,1.0488,0
7/21/2004,1:00:00,-200.0,1057,-200,7.6,881,53,784,67,1574,1081,27.6,38.2,1.3911,0
12/31/2004,3:00:00,-200.0,783,-200,1.2,522,-200,1241,-200,832,458,7.6,46.4,0.4869,0
3/1/2005,2:00:00,0.4,736,-200,0.6,453,39,1498,37,602,268,0.2,40.6,0.2566,0
1/19/2005,16:00:00,0.2,920,-200,4.3,729,168,891,110,1013,647,9.2,55.0,0.6402,0
8/5/2004,18:00:00,-200.0,1113,-200,9.4,954,117,682,99,1801,899,21.6,78.5,1.994,0
8/18/2004,7:00:00,-200.0,1077,-200,10.9,1012,-200,708,-200,1633,1138,24.4,42.6,1.2866,0
2/18/2005,4:00:00,-200.0,874,-200,0.7,472,49,1179,45,803,382,6.4,49.8,0.4814,0
10/4/2004,13:00:00,-200.0,1282,-200,18.2,1247,-200,561,-200,1829,1285,26.0,44.5,1.4731,0
12/30/2004,11:00:00,-200.0,861,-200,4.1,716,-200,973,-200,921,628,11.7,34.4,0.4712,0
8/30/2004,12:00:00,-200.0,1084,-200,10.1,980,-200,679,-200,1653,923,31.6,34.7,1.589,0
7/11/2004,6:00:00,0.2,795,-200,2.3,606,25,1152,35,1369,552,21.3,48.8,1.2189,0
3/19/2004,4:00:00,-200.0,934,-200,1.8,569,20,1440,32,1280,397,12.3,67.7,0.9665,0
8/29/2004,15:00:00,-200.0,881,-200,4.1,715,-200,955,-200,1352,502,34.1,23.4,1.2307,0
5/8/2004,9:00:00,-200.0,1079,-200,7.7,885,-200,884,-200,1588,974,13.6,66.1,1.0236,0
10/31/2004,6:00:00,0.4,791,-200,1.2,519,43,1291,31,1295,540,18.1,79.0,1.6224,0
4/3/2004,20:00:00,-200.0,1459,-200,14.2,1124,-200,736,-200,1823,1300,19.9,47.5,1.0912,0
8/5/2004,0:00:00,-200.0,1015,-200,6.6,840,-200,783,-200,1664,839,25.0,53.6,1.6721,0
9/15/2004,4:00:00,-200.0,915,-200,3.4,674,-200,970,-200,1481,829,20.5,78.0,1.8636,0
8/2/2004,4:00:00,0.2,854,-200,1.6,553,2,1203,5,1418,396,25.5,61.8,1.9831,0
8/17/2004,4:00:00,0.4,820,-200,2.2,597,18,1069,29,1346,603,24.3,48.3,1.4449,0
3/23/2004,5:00:00,0.3,834,19,0.6,459,13,1908,22,1212,361,8.8,80.5,0.9147,0
5/25/2004,15:00:00,-200.0,1059,-200,12.6,1070,-200,925,-200,1401,976,32.6,9.2,0.4463,0
8/17/2004,19:00:00,-200.0,957,-200,5.0,766,-200,929,-200,1380,516,32.8,24.3,1.1894,0
5/9/2004,17:00:00,-200.0,968,-200,5.4,785,-200,1011,-200,1446,550,17.8,44.4,0.8967,0
11/20/2004,4:00:00,-200.0,714,-200,2.3,605,146,1278,94,738,594,9.7,22.5,0.2698,0
8/29/2004,6:00:00,-200.0,875,-200,3.0,654,-200,897,-200,1463,752,21.0,66.5,1.6344,0
11/14/2004,15:00:00,0.5,703,-200,1.1,512,81,2121,48,837,356,10.5,37.9,0.4821,0
7/20/2004,4:00:00,-200.0,952,-200,4.1,717,64,879,89,1481,1164,23.4,47.4,1.3475,0
4/4/2004,4:00:00,-200.0,1028,-200,3.5,682,-200,1090,-200,1448,697,14.3,65.3,1.0594,0
5/9/2004,5:00:00,-200.0,1036,-200,8.1,902,-200,825,-200,1558,1087,11.9,71.1,0.9899,0
7/27/2004,5:00:00,-200.0,825,-200,2.7,634,29,1035,37,1402,606,25.1,42.3,1.326,0
4/18/2004,0:00:00,-200.0,1110,-200,6.9,855,-200,897,-200,1568,943,16.3,57.2,1.0492,0
5/28/2004,14:00:00,-200.0,1152,-200,13.5,1099,-200,908,-200,1706,954,28.5,25.8,0.9931,0
7/27/2004,3:00:00,-200.0,784,-200,2.0,587,-200,1128,-200,1392,554,26.0,40.6,1.3467,0
11/14/2004,10:00:00,0.4,669,-200,0.5,444,59,1664,41,791,304,10.8,35.4,0.4583,0
9/15/2004,12:00:00,-200.0,1361,-200,21.0,1324,-200,540,-200,2044,1549,23.5,69.2,1.9776,0
12/29/2004,4:00:00,-200.0,847,-200,1.0,502,-200,1198,-200,1020,508,9.0,75.8,0.8721,0
8/5/2004,20:00:00,-200.0,1056,-200,7.7,886,127,732,101,1721,900,20.8,80.9,1.9637,0
5/18/2004,3:00:00,0.2,812,-200,1.2,521,-200,1413,-200,1233,469,21.2,32.9,0.8178,0
10/18/2004,5:00:00,-200.0,825,-200,3.1,661,-200,1074,-200,1207,710,14.0,67.4,1.0703,0
8/30/2004,14:00:00,-200.0,1020,-200,7.6,882,-200,765,-200,1553,635,31.2,35.0,1.5669,0
10/17/2004,8:00:00,-200.0,875,-200,4.8,754,-200,961,-200,1296,591,15.9,61.0,1.0911,0
4/14/2004,19:00:00,-200.0,1234,-200,13.3,1095,-200,789,-200,1638,1212,17.9,35.8,0.7276,0
10/3/2004,7:00:00,-200.0,1013,-200,5.4,781,-200,829,-200,1469,894,19.8,66.4,1.5145,0
10/17/2004,18:00:00,-200.0,1047,-200,11.6,1037,-200,749,-200,1429,904,19.8,41.5,0.9489,0
3/12/2004,4:00:00,-200.0,831,10,1.1,506,21,1893,32,1134,384,6.1,65.9,0.6248,0
2/21/2005,4:00:00,-200.0,879,-200,0.5,447,38,1317,36,910,348,4.0,81.5,0.6712,0
5/10/2004,7:00:00,-200.0,1632,-200,31.5,1587,-200,523,-200,2459,1678,14.7,62.3,1.0351,0
9/11/2004,22:00:00,-200.0,1287,-200,12.3,1060,-200,716,-200,1595,1221,25.3,44.6,1.4161,0
8/20/2004,21:00:00,-200.0,996,-200,6.8,848,-200,763,-200,1657,713,28.2,49.8,1.8795,0
3/20/2005,4:00:00,-200.0,993,-200,2.8,640,85,848,66,1110,548,13.0,65.3,0.9704,0
5/27/2004,13:00:00,-200.0,1073,-200,12.1,1052,-200,1009,-200,1574,854,27.5,20.9,0.7565,0
8/5/2004,8:00:00,-200.0,1215,-200,15.1,1150,-200,574,-200,1962,1310,26.5,50.4,1.7215,0
4/3/2004,13:00:00,-200.0,1278,-200,10.6,1000,-200,866,-200,1621,1014,23.8,30.5,0.8897,0
8/22/2004,18:00:00,-200.0,879,-200,5.3,779,-200,999,-200,1347,535,34.6,20.0,1.0817,0
10/4/2004,15:00:00,-200.0,1227,-200,14.9,1147,-200,612,-200,1707,1113,27.4,39.8,1.4318,0
11/9/2004,3:00:00,-200.0,741,-200,1.9,580,-200,1224,-200,952,660,5.1,68.7,0.6077,0
11/21/2004,8:00:00,0.2,862,-200,4.9,757,227,983,116,938,879,1.3,65.3,0.4457,0
10/1/2004,20:00:00,-200.0,1424,-200,19.9,1293,-200,524,-200,1902,1550,22.8,58.1,1.5951,0
8/31/2004,6:00:00,-200.0,976,-200,6.6,840,-200,756,-200,1555,885,22.3,62.9,1.6754,0
9/30/2004,5:00:00,-200.0,911,-200,4.0,710,-200,932,-200,1226,850,17.5,57.1,1.1311,0
10/18/2004,21:00:00,-200.0,1181,-200,14.2,1124,-200,597,-200,1606,1302,17.6,65.9,1.3175,0
9/25/2004,5:00:00,0.3,718,-200,0.9,486,32,1531,14,1072,398,15.4,53.7,0.9295,0
3/13/2005,6:00:00,-200.0,887,-200,0.9,488,55,1184,42,908,312,13.3,50.1,0.7624,0
9/12/2004,12:00:00,-200.0,1178,-200,6.4,832,-200,858,-200,1542,844,28.2,48.6,1.8253,0
9/8/2004,2:00:00,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,0
6/2/2004,13:00:00,-200.0,887,-200,4.7,748,36,1141,34,1560,596,29.6,33.4,1.3581,0
11/9/2004,11:00:00,-200.0,1257,-200,20.4,1308,-200,548,-200,1466,1720,11.1,48.8,0.643,0
3/17/2004,6:00:00,0.5,891,18,1.9,576,46,1417,53,1289,733,11.9,57.4,0.7978,0
8/13/2004,5:00:00,0.5,840,-200,2.0,586,25,1154,34,1499,492,26.1,60.3,2.012,0
10/16/2004,17:00:00,-200.0,1038,-200,8.7,929,-200,816,-200,1332,798,19.9,42.0,0.9665,0
10/16/2004,21:00:00,-200.0,1013,-200,6.2,822,-200,855,-200,1377,855,15.1,78.9,1.3409,0
3/14/2005,2:00:00,0.3,1119,-200,5.3,778,192,705,123,1187,1096,9.9,68.9,0.8388,0
7/20/2004,9:00:00,-200.0,1480,-200,26.2,1460,357,494,189,2238,2028,29.4,33.6,1.3526,0
8/21/2004,7:00:00,-200.0,826,-200,3.8,698,-200,1017,-200,1331,542,25.7,36.9,1.1991,0
7/30/2004,3:00:00,-200.0,907,-200,7.1,863,-200,782,-200,1669,919,23.1,52.1,1.4518,0
9/13/2004,4:00:00,-200.0,875,-200,4.0,713,-200,1027,-200,1436,809,19.4,73.4,1.6417,0
10/14/2004,12:00:00,-200.0,1051,-200,9.7,968,-200,746,-200,1442,984,21.5,41.2,1.0399,0
4/4/2004,3:00:00,-200.0,1124,-200,5.6,793,-200,965,-200,1521,791,14.7,65.0,1.0766,0
4/18/2004,5:00:00,-200.0,892,-200,1.9,579,-200,1309,-200,1396,441,13.8,71.9,1.1312,0
8/3/2004,19:00:00,-200.0,1157,-200,12.9,1082,125,631,114,1854,907,31.9,37.5,1.7442,0
10/4/2004,2:00:00,-200.0,890,-200,3.2,666,-200,969,-200,1323,728,18.9,68.6,1.4818,0
6/8/2004,4:00:00,0.3,734,-200,1.4,538,19,1449,30,1400,514,21.0,53.1,1.3031,0
10/13/2004,17:00:00,-200.0,1044,-200,11.2,1022,-200,726,-200,1454,983,15.2,55.9,0.9572,0
5/30/2004,7:00:00,0.2,828,-200,3.6,690,48,1263,61,1353,658,18.6,44.2,0.9385,0
9/8/2004,8:00:00,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,0
7/12/2004,3:00:00,0.1,761,-200,1.4,540,-200,1269,-200,1303,486,22.7,42.3,1.1491,0
6/27/2004,5:00:00,0.5,809,-200,2.6,628,27,1127,42,1490,682,24.0,50.3,1.4811,0
7/11/2004,2:00:00,0.5,853,-200,4.1,716,37,994,51,1423,647,22.0,45.8,1.1965,0
8/14/2004,6:00:00,0.5,835,-200,2.6,626,39,1088,41,1471,563,24.7,55.9,1.7114,0
10/7/2004,14:00:00,-200.0,1327,-200,15.7,1172,-200,566,-200,1747,1205,26.9,41.8,1.4555,0
7/7/2004,3:00:00,0.5,843,-200,3.0,655,-200,1046,-200,1377,826,24.8,36.0,1.1109,0
8/6/2004,1:00:00,-200.0,1030,-200,6.8,848,77,734,71,1691,1048,21.8,74.1,1.915,0
8/22/2004,11:00:00,-200.0,879,-200,5.2,775,-200,899,-200,1407,657,33.4,25.1,1.2665,0
5/27/2004,9:00:00,-200.0,1354,-200,24.5,1418,-200,749,-200,2043,1629,21.8,35.0,0.9002,0
8/4/2004,1:00:00,-200.0,1039,-200,8.0,899,92,714,87,1717,914,27.3,51.5,1.844,0
7/26/2004,10:00:00,-200.0,962,-200,6.8,849,111,861,97,1559,804,31.7,31.5,1.4487,0
9/14/2004,22:00:00,-200.0,947,-200,3.6,689,-200,1009,-200,1454,640,20.6,78.8,1.8885,0
11/14/2004,11:00:00,0.4,667,-200,0.6,455,65,1716,44,786,301,11.4,32.9,0.4435,0
4/23/2004,2:00:00,-200.0,866,-200,3.4,675,-200,1155,-200,1337,841,16.7,46.5,0.8755,0
10/13/2004,8:00:00,-200.0,906,-200,5.9,809,-200,878,-200,1272,787,14.0,58.3,0.9294,0
8/16/2004,2:00:00,0.5,810,-200,3.1,657,11,1016,20,1337,629,24.5,41.5,1.2589,0
7/19/2004,13:00:00,-200.0,1102,-200,10.8,1007,120,777,131,1534,880,39.2,16.4,1.1439,0
10/14/2004,12:00:00,-200.0,1051,-200,9.7,968,-200,746,-200,1442,984,21.5,41.2,1.0399,0
9/8/2004,0:00:00,-200.0,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200.0,-200.0,-200.0,0
8/25/2004,3:00:00,0.5,815,-200,2.0,584,-200,1102,-200,1363,513,24.5,50.9,1.5416,0
8/31/2004,1:00:00,-200.0,925,-200,4.7,749,-200,826,-200,1482,739,23.5,58.3,1.6672,0
8/17/2004,5:00:00,0.4,828,-200,2.5,618,23,1039,25,1354,560,23.6,49.2,1.4153,0
4/3/2004,13:00:00,-200.0,1278,-200,10.6,1000,-200,866,-200,1621,1014,23.8,30.5,0.8897,0
7/21/2004,9:00:00,-200.0,1338,-200,16.9,1207,212,576,150,1951,1697,28.1,37.3,1.3922,0
10/31/2004,7:00:00,0.4,819,-200,1.4,537,46,1264,30,1315,551,20.4,71.2,1.6834,0
5/11/2004,2:00:00,0.2,787,-200,1.6,549,28,1366,43,1317,596,14.3,61.9,1.0031,0
12/29/2004,10:00:00,-200.0,919,-200,3.0,652,-200,953,-200,1045,712,9.9,61.3,0.7499,0
4/5/2004,2:00:00,-200.0,983,-200,2.2,600,-200,1233,-200,1375,485,15.0,61.5,1.0418,0
9/22/2004,3:00:00,0.5,826,-200,2.4,612,-200,1111,-200,1304,605,19.8,65.3,1.4894,0
12/29/2004,2:00:00,-200.0,959,-200,2.8,637,-200,958,-200,1107,667,8.9,79.0,0.9032,0
8/22/2004,4:00:00,-200.0,843,-200,4.0,713,-200,917,-200,1426,836,19.6,63.7,1.4396,0
7/19/2004,21:00:00,-200.0,1247,-200,14.3,1127,127,664,135,1761,1366,30.2,30.8,1.3008,0
11/9/2004,9:00:00,-200.0,1239,-200,22.8,1373,-200,550,-200,1593,1495,7.1,62.0,0.6265,0
8/5/2004,12:00:00,-200.0,1108,-200,10.2,985,98,727,108,1708,1001,36.8,27.2,1.6623,0
4/18/2004,19:00:00,-200.0,1342,-200,13.5,1102,-200,744,-200,1824,1156,17.0,55.1,1.0621,0
3/13/2005,17:00:00,0.5,1195,-200,5.6,795,233,710,119,1157,718,19.0,37.4,0.8122,0
10/20/2004,0:00:00,-200.0,1217,-200,12.8,1077,-200,603,-200,1628,1270,19.0,71.6,1.5549,0
10/13/2004,18:00:00,-200.0,981,-200,10.1,983,-200,759,-200,1370,942,14.8,56.3,0.9459,0
4/4/2004,20:00:00,-200.0,1366,-200,10.5,997,-200,830,-200,1673,1041,18.5,48.9,1.0323,0
4/4/2004,11:00:00,-200.0,1268,-200,8.1,902,-200,906,-200,1589,932,23.3,37.1,1.0457,0
5/9/2004,23:00:00,-200.0,1101,-200,8.8,933,-200,845,-200,1600,1022,13.8,62.1,0.9721,0
8/29/2004,12:00:00,-200.0,934,-200,5.0,763,-200,872,-200,1435,567,33.6,28.9,1.4792,0
8/31/2004,6:00:00,-200.0,976,-200,6.6,840,-200,756,-200,1555,885,22.3,62.9,1.6754,0
9/3/2004,13:00:00,-200.0,1048,-200,11.2,1021,-200,698,-200,1570,846,35.1,23.2,1.2884,0
10/5/2004,10:00:00,-200.0,1435,-200,22.8,1373,-200,513,-200,1910,1759,23.9,48.7,1.4269,0
11/14/2004,6:00:00,0.2,655,-200,0.2,402,20,2077,17,814,268,10.0,45.7,0.5598,0
4/15/2004,5:00:00,-200.0,918,-200,2.6,625,-200,1255,-200,1298,744,9.3,65.8,0.7722,0
7/11/2004,2:00:00,0.5,853,-200,4.1,716,37,994,51,1423,647,22.0,45.8,1.1965,0
10/4/2004,5:00:00,-200.0,883,-200,4.0,713,-200,937,-200,1351,777,17.7,70.3,1.4088,0
12/10/2004,4:00:00,-200.0,721,-200,0.7,470,42,2331,35,815,367,13.2,35.6,0.5375,0
8/17/2004,21:00:00,-200.0,1109,-200,9.3,952,-200,735,-200,1601,1041,29.1,33.6,1.3314,0
5/8/2004,16:00:00,-200.0,903,-200,5.4,786,-200,1073,-200,1375,523,19.8,35.4,0.8099,0
4/20/2004,19:00:00,-200.0,1426,-200,23.9,1400,-200,612,-200,2102,1488,19.9,45.0,1.0364,0
6/28/2004,4:00:00,0.4,838,-200,2.7,632,24,1079,39,1438,634,24.0,46.6,1.37,0
1/29/2005,6:00:00,0.4,774,-200,0.6,458,43,1473,37,735,334,1.4,52.3,0.3591,0
7/10/2004,3:00:00,0.5,836,-200,2.9,643,-200,1114,-200,1405,522,22.3,50.4,1.3379,0
10/2/2004,11:00:00,-200.0,1300,-200,12.1,1053,-200,614,-200,1650,1193,25.2,48.9,1.5437,0
12/29/2004,19:00:00,-200.0,1033,-200,9.0,939,-200,729,-200,1159,979,11.2,45.1,0.5971,0
10/17/2004,16:00:00,-200.0,877,-200,5.1,769,-200,962,-200,1212,529,22.4,36.0,0.9621,0
4/22/2004,0:00:00,-200.0,991,-200,6.4,828,-200,973,-200,1469,993,17.1,50.8,0.9828,0
5/10/2004,5:00:00,-200.0,867,-200,2.6,625,-200,1213,-200,1385,652,14.0,63.8,1.0167,0
6/26/2004,5:00:00,0.4,769,-200,2.3,606,41,1171,58,1314,610,19.5,42.4,0.9515,0
10/7/2004,8:00:00,-200.0,1696,-200,37.1,1711,-200,383,-200,2464,1823,20.9,62.4,1.5226,0
1/19/2005,7:00:00,0.1,909,-200,2.5,622,130,1046,89,992,730,5.6,69.5,0.6362,0
9/11/2004,7:00:00,-200.0,1144,-200,10.8,1006,-200,757,-200,1535,1207,19.9,50.8,1.1694,0
5/16/2004,4:00:00,-200.0,808,-200,2.6,630,30,1234,43,1256,573,15.2,45.5,0.783,0
5/4/2004,3:00:00,0.4,873,-200,1.5,545,-200,1308,-200,1471,497,15.6,81.0,1.4302,0
4/18/2004,8:00:00,-200.0,947,-200,2.9,649,-200,1154,-200,1459,608,14.5,72.9,1.195,0
8/22/2004,18:00:00,-200.0,879,-200,5.3,779,-200,999,-200,1347,535,34.6,20.0,1.0817,0
5/28/2004,0:00:00,-200.0,975,-200,7.8,892,-200,1015,-200,1480,890,19.4,40.7,0.9045,0
11/2/2004,4:00:00,-200.0,791,-200,2.6,627,72,1069,38,1306,709,17.2,74.0,1.4388,0
7/27/2004,16:00:00,-200.0,926,-200,7.3,869,101,925,99,1470,655,32.8,22.2,1.0835,0
8/30/2004,19:00:00,-200.0,1077,-200,11.3,1025,-200,629,-200,1677,772,28.4,38.4,1.4616,0
8/17/2004,17:00:00,-200.0,973,-200,5.0,764,-200,914,-200,1373,619,38.1,19.7,1.2928,0
10/6/2004,15:00:00,-200.0,1402,-200,17.1,1213,-200,530,-200,1789,1348,27.4,43.9,1.5811,0
5/30/2004,5:00:00,0.1,781,-200,3.1,661,25,1271,37,1299,568,17.2,47.2,0.9178,0
10/17/2004,23:00:00,-200.0,987,-200,8.1,904,-200,808,-200,1344,903,15.5,60.6,1.0574,0
3/7/2005,4:00:00,0.4,843,-200,0.5,443,35,1490,34,730,262,5.2,57.2,0.5094,0
10/14/2004,10:00:00,-200.0,990,-200,9.1,942,-200,776,-200,1359,986,20.4,42.2,0.9964,0
5/9/2004,22:00:00,-200.0,1123,-200,8.9,937,-200,866,-200,1606,941,13.8,59.8,0.9398,0
1/21/2005,4:00:00,-200.0,1071,-200,5.9,808,221,757,101,1046,1172,5.4,65.9,0.5947,0
12/9/2004,6:00:00,0.4,814,-200,0.8,482,57,1426,41,1027,457,14.5,62.9,1.0335,0
7/29/2004,3:00:00,-200.0,787,-200,2.4,610,-200,1087,-200,1259,543,25.1,32.6,1.0203,0
9/1/2004,3:00:00,0.5,829,-200,2.6,628,-200,994,-200,1378,577,22.3,59.7,1.5889,0
10/19/2004,14:00:00,-200.0,1174,-200,13.4,1097,-200,640,-200,1596,1203,22.0,54.0,1.4114,0
10/18/2004,2:00:00,-200.0,788,-200,2.4,614,-200,1116,-200,1177,625,14.8,64.7,1.0788,0
5/8/2004,16:00:00,-200.0,903,-200,5.4,786,-200,1073,-200,1375,523,19.8,35.4,0.8099,0
4/23/2004,1:00:00,-200.0,1000,-200,6.6,839,-200,958,-200,1467,1024,16.3,49.7,0.916,0
10/3/2004,6:00:00,-200.0,907,-200,3.2,665,-200,972,-200,1370,779,19.9,66.0,1.5141,0
5/25/2004,6:00:00,0.2,798,-200,2.6,630,40,1291,45,1125,536,13.4,34.5,0.5272,0
3/13/2005,8:00:00,-200.0,970,-200,2.1,592,190,909,120,1018,509,12.9,50.4,0.7448,0
5/9/2004,23:00:00,-200.0,1101,-200,8.8,933,-200,845,-200,1600,1022,13.8,62.1,0.9721,0
9/14/2004,18:00:00,-200.0,1310,-200,18.7,1259,-200,620,-200,1926,1240,28.6,48.2,1.8616,0
4/22/2004,7:00:00,-200.0,1234,-200,13.8,1109,-200,767,-200,1729,1194,13.9,57.2,0.9029,0
5/30/2004,14:00:00,0.1,783,-200,2.8,637,41,1498,46,1215,439,29.8,18.4,0.7595,0
3/19/2004,4:00:00,-200.0,934,-200,1.8,569,20,1440,32,1280,397,12.3,67.7,0.9665,0
6/4/2004,5:00:00,-200.0,729,-200,1.2,520,-200,1570,-200,1318,445,19.2,51.1,1.124,0
4/3/2004,19:00:00,-200.0,1697,-200,26.7,1471,-200,625,-200,2153,1548,22.1,36.8,0.9681,0
6/13/2004,6:00:00,0.4,797,-200,1.5,543,25,1466,37,1347,410,21.6,48.1,1.2259,0
10/3/2004,16:00:00,-200.0,1133,-200,6.2,823,-200,775,-200,1449,777,26.9,44.4,1.551,0
11/14/2004,11:00:00,0.4,667,-200,0.6,455,65,1716,44,786,301,11.4,32.9,0.4435,0
10/18/2004,6:00:00,-200.0,1011,-200,9.2,947,-200,759,-200,1425,953,12.6,73.6,1.0699,0
4/17/2004,17:00:00,-200.0,970,-200,5.0,763,-200,1043,-200,1462,608,17.9,49.9,1.0135,0
8/5/2004,4:00:00,-200.0,851,-200,2.1,592,-200,1054,-200,1482,578,24.5,57.1,1.7327,0
4/5/2004,2:00:00,-200.0,983,-200,2.2,600,-200,1233,-200,1375,485,15.0,61.5,1.0418,0
5/24/2004,6:00:00,0.5,864,-200,2.8,642,72,1288,69,1255,441,16.5,36.2,0.6752,0
10/2/2004,16:00:00,-200.0,1236,-200,9.6,962,-200,690,-200,1589,946,26.5,45.9,1.5626,0
4/17/2004,13:00:00,-200.0,1066,-200,7.5,879,-200,939,-200,1536,740,19.3,47.1,1.0445,0
